url,Données de base,Équipement,Certificats et attestations de conformité,Urbanisme et risques environnementaux,Aménagement intérieur,Cuisine et sanitaires,Description extérieure,Chauffage et énergie
https://immovlan.be/fr/detail/maison/a-vendre/8000/bruges/rwc39952,Normal,,444 kWh/m²/an,Classe A: pas d'inondation modéliséeClasse B: faible risque d'inondation sous le changement climatique de 2050Classe C: faible risque d'inondation sous le climat actuelClasse D: risque moyen d'inondation sous le climat actuel,,Equipée,Oui,
https://immovlan.be/fr/detail/maison/a-vendre/1180/uccle/vbc91881,À rénover,Non,,Non,,2,,
https://immovlan.be/fr/detail/maison/a-vendre/8500/courtrai/rbt72966,Remis à neuf,Non,,Non,3,1,,Oui
https://immovlan.be/fr/detail/studio/a-vendre/1000/bruxelles/vbc91880,À rénover,,,,1,,6,Gaz
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/1160/auderghem/vbc91879,Normal,Oui,"non, pas d'attestation",Pas de risque d’inondation,,1,0,
https://immovlan.be/fr/detail/bureaux/a-vendre/1160/auderghem/vbc91878,Normal,,1,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1140/evere/vbc91877,Excellent,Oui,,,,1,,Double vitrage
https://immovlan.be/fr/detail/maison/a-vendre/7370/dour/vbc91875,Nouveau,Non,"oui, attestation conforme",Pas de risque d’inondation,4,6 m²,,Oui
https://immovlan.be/fr/detail/maison/a-vendre/7380/quievrain/vbc91874,Normal,Non,302 kWh/m²/an,Pas de risque d’inondation,3,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1050/ixelles/vbc91873,Excellent,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1190/forest/vbc91872,Remis à neuf,Oui,,Pas de risque d’inondation,1,,Sud,
https://immovlan.be/fr/detail/studio/a-vendre/1000/bruxelles/vbc91871,Normal,,,Pas de risque d’inondation,0,1,0,
https://immovlan.be/fr/detail/maison/a-vendre/9308/gijzegem/rbt72963,Excellent,Non,,,3,,1,Non
https://immovlan.be/fr/detail/penthouse/a-vendre/6032/mont-sur-marchienne/vbc91870,Normal,Oui,,,2,,,
https://immovlan.be/fr/detail/maison/a-vendre/9500/grammont/rbt72962,Excellent,Non,314 kWh/m²/an,,2,,,Gaz
https://immovlan.be/fr/detail/penthouse/a-vendre/8430/middelkerke/rbt72961,,,,,2,1,Oui,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/4630/soumagne/vbc91869,Oui,,207 kWh/m²/an,,,,Sud,
https://immovlan.be/fr/detail/maison/a-vendre/4040/herstal/vbc91868,Normal,Non,,Non,,,,Gaz
https://immovlan.be/fr/detail/maison/a-vendre/4100/seraing/vbc91867,Normal,Oui,505 kWh/m²/an,,1,Indépendante,Nord-ouest,
https://immovlan.be/fr/detail/maison/a-vendre/1370/melin/vbc91866,Normal,Oui,,,,,3,Oui
https://immovlan.be/fr/detail/maison/a-vendre/2110/wijnegem/rbt72958,À rénover,Non,367 kWh/m²/an,Non,,1,Nord,Gaz
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/2440/geel/rbt72957,Normal,,,,,4,2,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/4020/liege/vbc91865,Normal,,,Information non communiquée,,,,
https://immovlan.be/fr/detail/immeuble-de-rapport/a-vendre/4020/liege/vbc91864,Normal,Non,128 kWh/m²/an,,,,2,
https://immovlan.be/fr/detail/appartement/a-vendre/3001/heverlee/rbt72954,,Oui,,,1,,Oui,
https://immovlan.be/fr/detail/penthouse/a-vendre/2018/anvers/rbt72953,Nouveau,,,Information non communiquée,3,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2018/anvers/rbt72952,Nouveau,,,Information non communiquée,2,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/2018/anvers/rbt72951,Nouveau,,,Information non communiquée,2,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1910/kampenhout/rbt72950,Excellent,,,Oui,2,,2,
https://immovlan.be/fr/detail/maison/a-vendre/1910/kampenhout/rbt72949,1970,,,,,,,
https://immovlan.be/fr/detail/immeuble-de-rapport/a-vendre/7170/manage/vbc91863,Normal,Non,,,,Semi-équipée,,
https://immovlan.be/fr/detail/immeuble-de-rapport/a-vendre/7170/manage/vbc91862,Normal,Non,,,,Semi-équipée,,
https://immovlan.be/fr/detail/maison/a-vendre/7100/trivieres/vbc91861,À rénover,,862 kWh/m²/an,Pas de risque d’inondation,,Indépendante,2,Non specifié
https://immovlan.be/fr/detail/maison/a-vendre/7141/carnieres/vbc91860,Normal,,,Information non communiquée,,,,Mazout
https://immovlan.be/fr/detail/maison/a-vendre/1820/perk/rbt72948,Remis à neuf,Non,288 kWh/m²/an,Oui,3,Super équipée,,Gaz
https://immovlan.be/fr/detail/immeuble-de-rapport/a-vendre/5060/auvelais/vbc91859,À rénover,,,,,Semi-équipée,,Gaz
https://immovlan.be/fr/detail/appartement/a-vendre/6001/marcinelle/vbc91857,Excellent,,,,2,2,3,
https://immovlan.be/fr/detail/maison/a-vendre/6120/nalinnes/vbc91856,Excellent,,,,5,3,,Oui
https://immovlan.be/fr/detail/immeuble-de-rapport/a-vendre/6120/nalinnes/vbc91855,Excellent,Oui,188 kWh/m²/an,Information non communiquée,6,7,4,Mazout
https://immovlan.be/fr/detail/maison/a-vendre/6120/nalinnes/vbc91854,Excellent,,,,6,7,,Oui
https://immovlan.be/fr/detail/appartement/a-vendre/6000/charleroi/vbc91853,,Oui,240 kWh/m²/an,Information non communiquée,2,,Oui,
https://immovlan.be/fr/detail/maison/a-vendre/7640/antoing/vbc91852,Remis à neuf,,,Information non communiquée,,2,2,
https://immovlan.be/fr/detail/maison/a-vendre/6540/lobbes/vbc91850,À restaurer,,724 kWh/m²/an,Information non communiquée,,,3,
https://immovlan.be/fr/detail/maison/a-vendre/6540/lobbes/vbc91849,À restaurer,,724 kWh/m²/an,,,2,,
https://immovlan.be/fr/detail/kot/a-vendre/9000/gand/rbt72946,Excellent,,,,33 m²,Equipée,0,
https://immovlan.be/fr/detail/maison/a-vendre/6030/marchienne-au-pont/vbc91847,Non,,382 kWh/m²/an,,2,1,,
https://immovlan.be/fr/detail/kot/a-vendre/9000/gand/rbt72945,Excellent,,,,18 m²,Equipée,0,
https://immovlan.be/fr/detail/maison/a-vendre/6500/beaumont/vbc91846,Non,,266 kWh/m²/an,,7,1,2,Mazout
https://immovlan.be/fr/detail/maison/a-vendre/9940/evergem/rbt72943,Nouveau,Non,"oui, attestation conforme",Oui,,Super équipée,,
https://immovlan.be/fr/detail/terrain/a-vendre/9032/wondelgem/rbt72942,A l’acte,,,,,,801 m²,
https://immovlan.be/fr/detail/villa/a-vendre/9840/de-pinte/rbt72941,Excellent,Non,,,3,Super équipée,,Oui
https://immovlan.be/fr/detail/maison/a-vendre/9032/wondelgem/rbt72940,Normal,,165 kWh/m²/an,Oui,,,3,Gaz
https://immovlan.be/fr/detail/surface-commerciale/a-vendre/9870/machelen/rbt72939,Nouveau,Non,,,,,,Double vitrage
https://immovlan.be/fr/detail/maison/a-vendre/9800/deinze/rbt72937,Nouveau,,"oui, attestation conforme",Oui,3,Equipée,Nord-est,Oui
https://immovlan.be/fr/detail/maison/a-vendre/9800/deinze/rbt72936,Nouveau,,"oui, attestation conforme",Oui,3,Equipée,Nord-est,Oui
https://immovlan.be/fr/detail/maison/a-vendre/9800/deinze/rbt72935,Nouveau,,,,3,Equipée,Ouest,Oui
https://immovlan.be/fr/detail/maison/a-vendre/9800/deinze/rbt72934,Nouveau,,"oui, attestation conforme",Oui,3,Equipée,Nord,Oui
https://immovlan.be/fr/detail/maison/a-vendre/9800/deinze/rbt72933,Nouveau,,"oui, attestation conforme",Oui,3,Equipée,Nord,Oui
https://immovlan.be/fr/detail/maison/a-vendre/9800/deinze/rbt72932,Nouveau,,,,3,Equipée,Ouest,Oui
https://immovlan.be/fr/detail/maison/a-vendre/9800/deinze/rbt72931,Nouveau,,,,3,Equipée,Est,Oui
https://immovlan.be/fr/detail/maison/a-vendre/9800/deinze/rbt72930,Nouveau,,,,3,Equipée,Sud-ouest,Oui
https://immovlan.be/fr/detail/appartement/a-vendre/9051/afsnee/rbt72929,Nouveau,,25 kWh/an,,4,Super équipée,,Oui
https://immovlan.be/fr/detail/appartement/a-vendre/9051/afsnee/rbt72928,Nouveau,,25 kWh/an,,3,Super équipée,,Oui
https://immovlan.be/fr/detail/appartement/a-vendre/9051/afsnee/rbt72927,Nouveau,Oui,,Oui,3,,3,
https://immovlan.be/fr/detail/appartement/a-vendre/9051/afsnee/rbt72926,Nouveau,Oui,,Oui,3,,0,
https://immovlan.be/fr/detail/appartement/a-vendre/9000/gand/rbt72925,Nouveau,,25 kWh/an,,4,Super équipée,,Oui
https://immovlan.be/fr/detail/appartement/a-vendre/9000/gand/rbt72923,Nouveau,Oui,,Oui,3,,3,
https://immovlan.be/fr/detail/appartement/a-vendre/9000/gand/rbt72922,Nouveau,,25 kWh/an,,3,Super équipée,,Oui
https://immovlan.be/fr/detail/appartement/a-vendre/9000/gand/rbt72921,Nouveau,Oui,,Oui,3,,0,
https://immovlan.be/fr/detail/garage/a-vendre/7110/houdeng-aimeries/vbc91845,Non,,,Information non communiquée,15 m²,,15 m²,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/7712/herseaux/vbc91844,Normal,Oui,,Non,3,Equipée,,Oui
https://immovlan.be/fr/detail/maison/a-vendre/7730/evregnies/vbc91843,Normal,,,Oui,3,,,Gaz
https://immovlan.be/fr/detail/terrain-a-batir/a-vendre/1150/woluwe-saint-pierre/vwd13939,A l’acte,,,,,,311 m²,
https://immovlan.be/fr/detail/maison/a-vendre/7730/estaimbourg/vbc91842,À rénover,,252 kWh/m²/an,,3,,,Gaz
https://immovlan.be/fr/detail/terrain/a-vendre/7730/nechin/vbc91841,A l’acte,,,Information non communiquée,,,457 m²,
https://immovlan.be/fr/detail/terrain/a-vendre/1090/jette/vbc91840,A l’acte,,,Information non communiquée,,,823 m²,
https://immovlan.be/fr/detail/villa/a-vendre/7321/blaton/vbc91839,,,462 kWh/m²/an,,3,,,Electrique
https://immovlan.be/fr/detail/maison/a-vendre/7340/colfontaine/vbc91838,À rénover,Non,,Pas de risque d’inondation,,,,Gaz
https://immovlan.be/fr/detail/appartement/a-vendre/1060/saint-gilles/vbc91836,Normal,Oui,,Non,,,Ouest,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/1081/koekelberg/vbc91835,À rénover,Non,"non, pas d'attestation",Pas de risque d’inondation,2,1,,
https://immovlan.be/fr/detail/surface-commerciale/a-vendre/1700/dilbeek/vbc91834,Normal,,,Information non communiquée,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1600/sint-pieters-leeuw/vbc91833,À rénover,Non,306 kWh/m²/an,Pas de risque d’inondation,,,,Oui
https://immovlan.be/fr/detail/villa/a-vendre/1180/uccle/vwd13938,Normal,,,Pas de risque d’inondation,5,Equipée,4,Gaz
https://immovlan.be/fr/detail/appartement/a-vendre/1200/woluwe-saint-lambert/vbc91832,Normal,Oui,193 kWh/m²/an,Pas de risque d’inondation,,,5,
https://immovlan.be/fr/detail/villa/a-vendre/1180/uccle/vbc91831,Remis à neuf,,,,,Super équipée,,Gaz
https://immovlan.be/fr/detail/terrain/a-vendre/6120/nalinnes/vbc91829,,,,,,,14520 m²,
https://immovlan.be/fr/detail/maison/a-vendre/3970/bourg-leopold/rbt72890,,,,Information non communiquée,3,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2060/anvers/rbt72889,,,,,1,1,2,
https://immovlan.be/fr/detail/terrain/a-vendre/5361/scy/vbc91826,Non,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9500/grammont/rbt72886,Normal,Non,599 kWh/m²/an,Oui,,,Nord-ouest,
https://immovlan.be/fr/detail/immeuble-de-rapport/a-vendre/1050/ixelles/vbc91825,À rénover,,,Information non communiquée,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1070/anderlecht/vbc91824,Normal,,,,1,,,Gaz
https://immovlan.be/fr/detail/maison/a-vendre/9968/oosteeklo/rbt72884,Non,,,Non,5,,Sud,Mazout
https://immovlan.be/fr/detail/maison/a-vendre/9060/zelzate/rbt72883,Non,,,,,,4,
https://immovlan.be/fr/detail/terrain/a-vendre/3220/holsbeek/rbt72882,A l’acte,,,Non,,,1994 m²,
https://immovlan.be/fr/detail/maison/a-vendre/4041/milmort/vbc91823,,,,Information non communiquée,3,1,2,Gaz
https://immovlan.be/fr/detail/appartement/a-vendre/2800/malines/rbt72881,Oui,,,Oui,,,1,Gaz
https://immovlan.be/fr/detail/maison/a-vendre/2660/hoboken/rbt72879,Non,Non,,"Zone, info non disponible",,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2000/anvers/rbt72878,Non,,,Non,1,,3,Oui
https://immovlan.be/fr/detail/appartement/a-vendre/2000/anvers/rbt72877,Non,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2060/anvers/rbt72875,Non,,,"Zone, info non disponible",,,3,Gaz
https://immovlan.be/fr/detail/maison/a-vendre/4100/seraing/vbc91821,Normal,Non,197 kWh/m²/an,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6531/biesme-sous-thuin/vwd13937,Normal,,,,,Semi-équipée,2,
https://immovlan.be/fr/detail/immeuble-de-rapport/a-vendre/8470/gistel/rwc39950,Excellent,,"non, pas d'attestation",,,,,
https://immovlan.be/fr/detail/terrain-a-batir/a-vendre/8560/gullegem/rbt72869,Non,,,Non,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8820/torhout/rbt72860,Non,Non,238 kWh/m²/an,,,,,Oui
https://immovlan.be/fr/detail/maison/a-vendre/1210/saint-josse-ten-noode/vbc91818,Non,Non,397 kWh/m²/an,Information non communiquée,,,2,
https://immovlan.be/fr/detail/maison/a-vendre/9700/audenarde/rbt72859,Non,,,Non,,,2,
https://immovlan.be/fr/detail/maison-de-maitre/a-vendre/1210/saint-josse-ten-noode/vbc91817,Excellent,,,,6,,Ouest,
https://immovlan.be/fr/detail/terrain/a-vendre/9260/wichelen/rbt72858,A l’acte,,,,,,691 m²,
https://immovlan.be/fr/detail/appartement/a-vendre/2440/geel/rbt72856,Non,,,Non,,,Est,Gaz
https://immovlan.be/fr/detail/maison/a-vendre/2450/meerhout/rbt72855,Non,Non,,,3,2,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc91816,Excellent,Oui,273 kWh/m²/an,Pas de risque d’inondation,3,,3,
https://immovlan.be/fr/detail/appartement/a-vendre/1050/ixelles/vbc91815,Excellent,Oui,273 kWh/m²/an,Pas de risque d’inondation,3,,3,
https://immovlan.be/fr/detail/maison/a-vendre/1000/bruxelles/vbc91812,Non,,,,3,2,Est,Gaz
https://immovlan.be/fr/detail/maison/a-vendre/3583/paal/rbt72854,Non,,,Non,,,Ouest,Mazout
https://immovlan.be/fr/detail/maison/a-vendre/3582/koersel/rbt72853,Non,,257 kWh/m²/an,,3,1,Nord,
https://immovlan.be/fr/detail/maison/a-vendre/3550/heusden-zolder/rbt72852,Non,Oui,,Non,,,,Oui
https://immovlan.be/fr/detail/appartement/a-vendre/3500/hasselt/rbt72851,Non,Non,,Non,3,1,,
https://immovlan.be/fr/detail/maison/a-vendre/1000/bruxelles/vbc91810,Non,,,,3,2,Est,Gaz
https://immovlan.be/fr/detail/appartement/a-vendre/1083/ganshoren/vbc91809,À rénover,Oui,291 kWh/m²/an,Risque moyen,,,3,Mazout
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc91808,Non,,,,3,1,,
https://immovlan.be/fr/detail/appartement/a-vendre/1190/forest/vbc91807,Nouveau,Non,,,,Super équipée,,Gaz
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/1080/molenbeek-saint-jean/vbc91806,Normal,Non,192 kWh/m²/an,,5,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1080/molenbeek-saint-jean/vbc91805,À rénover,,703 kWh/m²/an,,2,,2,Gaz
https://immovlan.be/fr/detail/appartement/a-vendre/1190/forest/vbc91804,À rénover,Oui,368 kWh/m²/an,Pas de risque d’inondation,,,5,
https://immovlan.be/fr/detail/maison/a-vendre/8930/menen/vbc91802,Normal,,353 kWh/m²/an,,4,,2,
https://immovlan.be/fr/detail/maison-de-maitre/a-vendre/1030/schaerbeek/vbc91801,Normal,Non,238 kWh/m²/an,Pas de risque d’inondation,6,Super équipée,,Gaz
https://immovlan.be/fr/detail/maison-de-maitre/a-vendre/1200/woluwe-saint-lambert/vbc91800,Normal,Non,238 kWh/m²/an,Pas de risque d’inondation,6,Super équipée,,Gaz
https://immovlan.be/fr/detail/appartement/a-vendre/1180/uccle/vbc91799,Normal,,,Pas de risque d’inondation,2,Equipée,2,
https://immovlan.be/fr/detail/maison/a-vendre/6830/bouillon/vbc91798,Normal,,295 kWh/m²/an,Oui,,Equipée,Ouest,
https://immovlan.be/fr/detail/maison/a-vendre/6150/anderlues/vbc91797,À rénover,,386 kWh/m²/an,Information non communiquée,2,,,
https://immovlan.be/fr/detail/maison/a-vendre/8310/sint-kruis/rbt72848,Normal,,,Oui,,,3,Gaz
https://immovlan.be/fr/detail/maison/a-vendre/1770/liedekerke/rbt72847,Normal,,740 kWh/m²/an,,,40 m²,3,Gaz
https://immovlan.be/fr/detail/maison/a-vendre/9300/alost/rbt72846,Excellent,Oui,,Oui,3,Super équipée,,
https://immovlan.be/fr/detail/surface-commerciale/a-vendre/4340/awans/vbc91794,Excellent,,"non, pas d'attestation",Non,,,Sud,
https://immovlan.be/fr/detail/immeuble-de-rapport/a-vendre/4100/seraing/vbc91793,À rénover,,,,,,4,
https://immovlan.be/fr/detail/appartement/a-vendre/4100/seraing/vbc91792,À rénover,Non,"non, pas d'attestation",Pas de risque d’inondation,,1,,Non specifié
https://immovlan.be/fr/detail/maison/a-vendre/4101/jemeppe/vbc91791,Normal,,,,,Equipée,,
https://immovlan.be/fr/detail/maison/a-vendre/7012/flenu/vbc91790,Normal,,,,,,2,Gaz
https://immovlan.be/fr/detail/maison/a-vendre/7034/saint-denis/vbc91789,À rénover,,579 kWh/m²/an,,5,,3,
https://immovlan.be/fr/detail/maison/a-vendre/8610/kortemark/rbt72843,Non,Non,,Non,3,1,,
https://immovlan.be/fr/detail/maison/a-vendre/8680/koekelare/rbt72842,Non,,,Non,4,1,,
https://immovlan.be/fr/detail/maison/a-vendre/8420/de-haan/rbt72841,Non,Non,,"Zone, info non disponible",3,,2,
https://immovlan.be/fr/detail/maison/a-vendre/8420/de-haan/rbt72840,Non,Non,,"Zone, info non disponible",3,,2,
https://immovlan.be/fr/detail/maison/a-vendre/8420/de-haan/rbt72839,Non,Non,,"Zone, info non disponible",3,,2,
https://immovlan.be/fr/detail/maison/a-vendre/8420/de-haan/rbt72838,Non,Non,,"Zone, info non disponible",4,,3,
https://immovlan.be/fr/detail/maison/a-vendre/8420/de-haan/rbt72837,Non,Non,,"Zone, info non disponible",4,,3,
https://immovlan.be/fr/detail/maison/a-vendre/8420/de-haan/rbt72836,Non,Non,,"Zone, info non disponible",4,,2,
https://immovlan.be/fr/detail/maison/a-vendre/8420/de-haan/rbt72835,Non,Non,,"Zone, info non disponible",4,,2,
https://immovlan.be/fr/detail/maison/a-vendre/8420/de-haan/rbt72834,Non,Non,,"Zone, info non disponible",3,,3,
https://immovlan.be/fr/detail/terrain-a-batir/a-vendre/8434/lombardsijde/rbt72832,Non,,,,,,,
https://immovlan.be/fr/detail/terrain-a-batir/a-vendre/8434/lombardsijde/rbt72831,Non,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8433/mannekensvere/rbt72830,Non,Non,,Non,,1,,
https://immovlan.be/fr/detail/maison/a-vendre/9260/wichelen/rbt72829,Normal,,,,3,Equipée,4,
https://immovlan.be/fr/detail/maison/a-vendre/8583/bossuit/rbt72827,Non,,129 kWh/m²/an,,3,1,Sud-ouest,
https://immovlan.be/fr/detail/villa/a-vendre/9690/kluisbergen/rbt72826,Non,Non,,Non,4,1,,
https://immovlan.be/fr/detail/maison/a-vendre/2660/hoboken/rbt72825,Normal,Oui,313 kWh/m²/an,Oui,,Super équipée,Nord-ouest,
https://immovlan.be/fr/detail/maison/a-vendre/8540/deerlijk/rbt72824,Non,Non,,Non,4,1,,
https://immovlan.be/fr/detail/maison/a-vendre/7760/pottes/rbt72823,Non,,77 kWh/m²/an,,3,1,Sud-ouest,
https://immovlan.be/fr/detail/appartement/a-vendre/8530/harelbeke/rbt72822,Non,Non,,Oui,2,1,,
https://immovlan.be/fr/detail/maison/a-vendre/8830/gits/rbt72821,Non,,14 kWh/m²/an,Non,3,1,Est,
https://immovlan.be/fr/detail/maison/a-vendre/8580/avelgem/rbt72820,Non,Oui,189 kWh/m²/an,,,,,Electrique
https://immovlan.be/fr/detail/appartement/a-vendre/1030/schaerbeek/vbc91773,Excellent,,209 kWh/m²/an,Pas de risque d’inondation,,1,1,
https://immovlan.be/fr/detail/appartement/a-vendre/1050/ixelles/vbc91772,Normal,,,,1,,0,Gaz
https://immovlan.be/fr/detail/maison-de-maitre/a-vendre/6010/couillet/vbc91771,Normal,,,Information non communiquée,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5630/cerfontaine/vbc91770,Non,,469 kWh/m²/an,,2,1,2,Mazout
https://immovlan.be/fr/detail/immeuble-de-rapport/a-vendre/8200/sint-andries/rbt72815,Non,Non,167 kWh/m²/an,,3,1,,
https://immovlan.be/fr/detail/maison/a-vendre/6060/gilly/vbc91769,À rénover,,434 kWh/m²/an,,2,,,Gaz
https://immovlan.be/fr/detail/maison/a-vendre/9870/zulte/rbt72814,Non,Non,176 kWh/m²/an,,3,2,,Gaz
https://immovlan.be/fr/detail/immeuble-de-rapport/a-vendre/2200/herentals/rbt72812,Normal,,135 kWh/m²/an,Non,22,13,,
https://immovlan.be/fr/detail/maison/a-vendre/2275/poederlee/rbt72811,Normal,Non,,Non,,1,Sud-ouest,Gaz
https://immovlan.be/fr/detail/appartement/a-vendre/8500/courtrai/rbt72810,Non,Non,115 kWh/m²/an,,,,4,
https://immovlan.be/fr/detail/duplex/a-vendre/1982/elewijt/rbt72807,Non,Oui,,Non,,1,,
https://immovlan.be/fr/detail/maison/a-vendre/1180/uccle/vbc91764,À rénover,Oui,,,,Super équipée,,
https://immovlan.be/fr/detail/terrain-a-batir/a-vendre/4051/vaux-sous-chevremont/vbc91763,Non,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2382/poppel/rbt72805,À rénover,,1014 kWh/m²/an,,5,,,
https://immovlan.be/fr/detail/maison/a-vendre/4101/jemeppe/vbc91762,Normal,,,,,,Nord-ouest,Non
https://immovlan.be/fr/detail/appartement/a-vendre/2300/turnhout/rbt72803,Normal,,169 kWh/m²/an,Non,,1,,
https://immovlan.be/fr/detail/maison/a-vendre/8900/ieper/rbt72802,Non,Non,383 kWh/m²/an,,3,1,,
https://immovlan.be/fr/detail/maison/a-vendre/6031/monceau-sur-sambre/vwd13936,Excellent,,,Pas de risque d’inondation,4,,,Oui
https://immovlan.be/fr/detail/terrain-a-batir/a-vendre/9550/herzele/rbt72801,Non,,,Non,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4042/liers/vbc91760,Non,,392 kWh/m²/an,Non,,,,
https://immovlan.be/fr/detail/villa/a-vendre/3140/keerbergen/rbt72794,Non,,,Non,5,1,Sud,
https://immovlan.be/fr/detail/maison/a-vendre/1570/gammerages/rbt72793,Non,,,Non,,,4,Gaz
https://immovlan.be/fr/detail/appartement/a-vendre/2100/deurne/rbt72792,Non,,0 kWh/m²/an,,1,1,,
https://immovlan.be/fr/detail/appartement/a-vendre/1500/hal/rbt72790,Non,Non,,,1,,,Non specifié
https://immovlan.be/fr/detail/maison/a-vendre/4624/romsee/vbc91759,Normal,,,Information non communiquée,,Equipée,3,Gaz
https://immovlan.be/fr/detail/maison/a-vendre/1030/schaerbeek/vbc91758,Normal,Non,,,5,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc91757,Excellent,,109 kWh/m²/an,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/9506/schendelbeke/rbt72766,Excellent,,,,,,,Oui
https://immovlan.be/fr/detail/appartement/a-vendre/2240/zandhoven/rbt72751,Nouveau,Oui,"oui, attestation conforme",Non,,,1,
https://immovlan.be/fr/detail/penthouse/a-vendre/2240/zandhoven/rbt72750,Nouveau,Oui,"oui, attestation conforme",Non,,,2,
https://immovlan.be/fr/detail/appartement/a-vendre/2240/zandhoven/rbt72749,Nouveau,Oui,"oui, attestation conforme",Non,,,2,
https://immovlan.be/fr/detail/appartement/a-vendre/2240/zandhoven/rbt72748,Nouveau,Oui,,,,,2,
https://immovlan.be/fr/detail/appartement/a-vendre/2240/zandhoven/rbt72747,Nouveau,Oui,"oui, attestation conforme",Non,,,1,
https://immovlan.be/fr/detail/appartement/a-vendre/2240/zandhoven/rbt72746,Nouveau,Oui,"oui, attestation conforme",Non,,,1,
https://immovlan.be/fr/detail/appartement/a-vendre/2240/zandhoven/rbt72745,Nouveau,Oui,"non, pas d'attestation",Non,,,1,
https://immovlan.be/fr/detail/appartement/a-vendre/2240/zandhoven/rbt72744,Nouveau,,"oui, attestation conforme",Non,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2240/zandhoven/rbt72743,Nouveau,Oui,,,,,Est,
https://immovlan.be/fr/detail/maison/a-vendre/6280/gerpinnes/vbc91755,Normal,Non,273 kWh/m²/an,Information non communiquée,3,,,Non specifié
https://immovlan.be/fr/detail/maison/a-vendre/6280/gerpinnes/vbc91754,À rénover,,,,4,1,,
https://immovlan.be/fr/detail/maison/a-vendre/4720/la-calamine/vbc91753,Non,,,,,1,Oui,Mazout
https://immovlan.be/fr/detail/maison/a-vendre/2880/hingene/rbt72741,Non,,,Non,3,1,,
https://immovlan.be/fr/detail/terrain/a-vendre/6660/houffalize/vbc91751,,,,,,,1104 m²,
https://immovlan.be/fr/detail/maison/a-vendre/9900/eeklo/rwc39949,À rénover,,,Pas de risque d’inondation,2,,2,Non specifié
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelet/vbc91750,À rénover,,361 kWh/m²/an,,3,,,Gaz
https://immovlan.be/fr/detail/bureaux/a-vendre/8500/courtrai/rbt72740,Non,Non,"oui, attestation conforme",Non,,,18 m²,Non specifié
https://immovlan.be/fr/detail/maison/a-vendre/5580/rochefort/vbc91749,Normal,Non,,,,Equipée,,
https://immovlan.be/fr/detail/maison/a-vendre/4030/grivegnee/vbc91746,À rénover,Non,303 kWh/m²/an,,,,,
